area_sqft,bedrooms,age_years,distance_city_km,price_lakh,price_per_sqft,age_category
1623.0,1.0,38.0,13.2,93.2,5742.45224892175,Old
1604.0,5.0,35.0,7.4,98.0,6109.725685785536,Old
2256.0,3.0,25.0,2.3,118.2,5239.36170212766,Mid
560.0,3.0,28.0,18.9,48.9,8732.142857142857,Mid
1930.0,1.0,8.0,2.4,98.8,5119.170984455958,New
2708.0,4.0,40.0,11.3,149.1,5505.908419497784,Old
1027.0,5.0,39.0,5.0,92.4,8997.078870496593,Old
1701.0,3.0,36.0,9.9,92.2,5420.340975896532,Old
2531.0,2.0,39.0,5.7,133.2,5262.7419992097975,Old
606.0,5.0,30.0,5.3,73.7,12161.716171617161,Mid
2006.0,3.0,9.0,22.0,72.5,3614.1575274177467,New
2404.0,5.0,20.0,15.8,135.7,5644.758735440931,Mid
1336.0,5.0,7.0,14.9,102.5,7672.1556886227545,New
2110.0,4.0,23.0,19.2,137.6,6521.327014218009,Mid
1975.0,1.0,26.0,6.7,75.7,3832.9113924050635,Mid
1116.0,1.0,11.0,15.5,57.4,5143.36917562724,Mid
2857.0,3.0,24.0,23.9,158.3,5540.777038851943,Mid
2304.0,1.0,40.0,23.4,89.8,3897.5694444444443,Old
1000.0,5.0,28.0,13.9,82.0,8200.0,Mid
876.0,4.0,7.0,3.2,76.8,8767.123287671233,New
692.0,4.0,24.0,19.4,68.3,9869.942196531792,Mid
2452.0,2.0,2.0,17.3,128.7,5248.776508972267,New
2043.0,2.0,31.0,12.4,75.3,3685.7562408223203,Old
2521.0,1.0,11.0,6.2,136.4,5410.551368504562,Mid
2330.0,4.0,34.0,14.3,128.6,5519.31330472103,Old
1145.0,1.0,18.0,4.9,62.7,5475.982532751092,Mid
1446.0,3.0,27.0,2.0,84.2,5822.959889349931,Mid
1408.0,2.0,39.0,21.3,64.3,4566.761363636364,Old
1266.0,4.0,4.0,15.1,85.3,6737.756714060031,New
1950.0,1.0,14.0,6.1,103.1,5287.179487179487,Mid
1229.0,4.0,12.0,2.7,103.3,8405.20748576078,Mid
2737.0,3.0,2.0,18.6,128.8,4705.8823529411775,New
1799.0,3.0,14.0,1.2,126.7,7042.801556420233,Mid
1726.0,2.0,23.0,2.0,93.5,5417.149478563152,Mid
2555.0,1.0,37.0,4.9,120.8,4727.984344422701,Old
822.0,2.0,21.0,10.1,64.5,7846.715328467153,Mid
2138.0,1.0,16.0,21.5,98.0,4583.723105706267,Mid
1091.0,2.0,37.0,4.3,57.8,5297.891842346471,Old
2619.0,2.0,23.0,17.9,122.8,4688.8125238640705,Mid
1626.0,,3.0,2.0,102.0,6273.062730627306,New
2157.0,3.0,39.0,14.5,97.7,4529.439035697728,Old
2624.0,3.0,17.0,5.2,140.3,5346.798780487806,Mid
2142.0,2.0,1.0,5.5,103.3,4822.595704948646,New
2865.0,4.0,18.0,12.2,157.0,5479.9301919720765,Mid
2859.0,4.0,37.0,21.5,153.8,5379.503322840154,Old
1770.0,3.0,34.0,6.8,117.7,,Old
1850.0,5.0,37.0,15.3,108.9,5886.486486486487,Old
2821.0,2.0,26.0,21.6,143.7,5093.9383197447705,Mid
1508.0,2.0,24.0,17.3,74.3,4927.055702917772,Mid
1553.0,1.0,1.0,22.5,59.6,3837.733419188667,New
1036.0,2.0,11.0,2.7,57.8,5579.150579150579,Mid
959.0,5.0,9.0,5.5,96.3,10041.710114702815,New
1523.0,3.0,5.0,21.2,81.1,5325.016414970452,New
504.0,1.0,34.0,7.9,37.3,7400.79365079365,Old
2010.0,4.0,3.0,10.5,127.5,6343.2835820895525,New
2614.0,2.0,15.0,8.0,145.7,5573.833205814843,Mid
2075.0,5.0,15.0,1.1,129.6,6245.78313253012,Mid
1175.0,4.0,18.0,24.4,74.7,6357.446808510638,Mid
2830.0,3.0,21.0,23.2,123.2,4353.356890459364,Mid
675.0,4.0,38.0,7.8,56.8,8414.814814814816,Old
892.0,3.0,29.0,9.8,69.3,7769.058295964125,Mid
1768.0,5.0,5.0,25.0,131.1,7415.158371040724,New
760.0,3.0,28.0,3.5,63.4,8342.105263157895,Mid
739.0,5.0,11.0,22.1,78.1,10568.335588633287,Mid
2029.0,4.0,5.0,12.4,125.5,6185.312962050271,New
976.0,4.0,32.0,7.0,72.2,7397.540983606557,Old
2619.0,2.0,28.0,2.7,145.5,5555.555555555556,Mid
1754.0,1.0,14.0,3.0,85.4,4868.871151653364,Mid
703.0,2.0,3.0,15.5,73.2,10412.517780938833,New
1195.0,2.0,14.0,12.1,79.5,6652.719665271967,Mid
2666.0,3.0,5.0,17.5,143.2,5371.342835708927,New
1279.0,3.0,2.0,16.7,77.2,6035.965598123534,New
1521.0,1.0,4.0,20.1,84.7,5568.704799474031,New
1113.0,1.0,14.0,24.2,62.8,5642.40790655885,Mid
1265.0,3.0,35.0,9.4,81.1,6411.067193675889,Old
655.0,4.0,4.0,7.0,68.3,10427.480916030534,New
2657.0,5.0,38.0,7.7,151.1,5686.864885208882,Old
2831.0,4.0,1.0,15.7,157.7,5570.469798657718,New
1705.0,3.0,7.0,3.6,100.5,5894.428152492668,New
1473.0,5.0,11.0,9.7,100.8,6843.177189409369,Mid
2197.0,5.0,13.0,22.7,134.8,6135.639508420574,Mid
2990.0,3.0,38.0,7.7,128.6,4301.003344481605,Old
630.0,3.0,29.0,10.2,41.4,6571.428571428572,Mid
2418.0,2.0,13.0,8.6,118.4,4896.608767576509,Mid
1100.0,4.0,11.0,6.7,77.0,7000.0,Mid
976.0,2.0,27.0,15.4,76.2,7807.377049180328,Mid
1139.0,3.0,33.0,10.4,84.2,7392.449517120281,Old
1844.0,1.0,40.0,23.1,71.7,3888.286334056399,Old
2612.0,3.0,15.0,16.2,119.6,4578.866768759572,Mid
2579.0,4.0,20.0,7.3,140.5,5447.848003101977,Mid
1809.0,3.0,11.0,9.1,92.8,5129.906025428413,Mid
2489.0,5.0,10.0,6.2,167.7,6737.645640819605,New
1770.0,3.0,32.0,25.0,59.5,-11900.0,Old
1574.0,1.0,0.0,11.9,82.1,5216.010165184243,
2943.0,3.0,12.0,1.9,157.9,5365.273530411145,Mid
1747.0,4.0,18.0,18.4,97.0,5552.375500858615,Mid
705.0,5.0,19.0,24.0,81.7,11588.652482269503,Mid
2981.0,5.0,17.0,10.6,176.2,5910.768198591077,Mid
2261.0,2.0,38.0,13.9,112.3,4966.828836797877,Old
1840.0,1.0,40.0,16.0,58.8,3195.6521739130435,Old
1758.0,1.0,9.0,11.7,102.1,5807.7360637087595,New
1207.0,4.0,5.0,3.5,80.0,6628.003314001657,New
565.0,4.0,1.0,5.0,69.1,12230.088495575219,New
1475.0,5.0,34.0,19.2,96.0,6508.474576271186,Old
512.0,4.0,7.0,1.3,73.1,14277.343749999998,New
2170.0,5.0,4.0,20.5,141.2,6506.912442396312,New
1133.0,3.0,29.0,13.5,71.1,6275.375110326566,Mid
2265.0,4.0,20.0,6.4,133.4,5889.62472406181,Mid
1324.0,4.0,6.0,5.1,96.1,7258.308157099698,New
2524.0,5.0,21.0,23.4,141.0,5586.370839936609,Mid
1307.0,3.0,17.0,3.9,82.9,6342.769701606734,Mid
1988.0,3.0,13.0,15.1,114.2,5744.466800804829,Mid
2750.0,5.0,11.0,23.7,161.4,5869.090909090909,Mid
1215.0,3.0,35.0,10.0,70.0,5761.316872427984,Old
2392.0,2.0,30.0,23.4,119.4,4991.638795986622,Mid
1564.0,4.0,2.0,16.7,101.6,6496.1636828644505,New
2171.0,3.0,32.0,23.8,109.1,5025.333947489637,Old
2287.0,3.0,32.0,5.5,132.4,5789.2435505028425,Old
2121.0,1.0,11.0,10.4,-20.0,-942.951438000943,Mid
1167.0,1.0,18.0,22.5,83.9,7189.374464438732,Mid
2498.0,4.0,27.0,22.8,142.5,5704.563650920737,Mid
2880.0,1.0,13.0,2.3,136.6,4743.055555555556,Mid
2184.0,2.0,19.0,23.5,121.4,5558.608058608059,Mid
886.0,2.0,11.0,12.7,38.9,4390.5191873589165,Mid
2605.0,3.0,5.0,,151.4,5811.90019193858,New
690.0,1.0,35.0,14.9,26.6,3855.072463768116,Old
2329.0,2.0,24.0,11.6,116.1,4984.972091026191,Mid
1095.0,3.0,29.0,12.3,70.3,6420.091324200913,Mid
2457.0,5.0,6.0,24.2,165.8,6748.066748066749,New
909.0,5.0,10.0,15.4,88.5,9735.973597359736,New
860.0,5.0,3.0,6.1,101.7,11825.581395348838,New
1302.0,5.0,19.0,6.9,97.1,7457.7572964669735,Mid
2609.0,4.0,18.0,14.7,148.0,5672.671521655807,Mid
2301.0,2.0,25.0,19.2,129.3,5619.29595827901,Mid
2788.0,4.0,16.0,2.2,152.2,5459.110473457675,Mid
1923.0,5.0,5.0,22.3,126.8,6593.863754550182,New
684.0,4.0,17.0,21.1,77.2,11286.549707602338,Mid
2066.0,4.0,28.0,16.9,130.9,6335.914811229429,Mid
1338.0,2.0,30.0,7.7,77.6,5799.701046337817,Mid
2430.0,2.0,4.0,16.4,134.1,5518.518518518518,New
634.0,4.0,32.0,5.3,56.7,8943.217665615142,Old
1770.0,,29.0,5.1,79.9,,Mid
502.0,1.0,32.0,23.6,22.4,4462.151394422311,Old
2610.0,2.0,17.0,22.1,108.8,4168.582375478927,Mid
1146.0,4.0,17.0,10.6,89.1,7774.869109947644,Mid
2427.0,2.0,38.0,23.2,107.6,4433.456942727647,Old
1773.0,5.0,6.0,12.5,114.8,6474.9012972363225,New
1301.0,5.0,29.0,21.8,101.2,7778.6318216756345,Mid
2228.0,2.0,25.0,10.1,93.2,4183.123877917415,Mid
1571.0,1.0,34.0,1.6,81.6,5194.143857415658,Old
2761.0,2.0,23.0,10.7,126.3,4574.4295545092355,Mid
2506.0,2.0,19.0,23.6,114.1,4553.072625698324,Mid
2322.0,1.0,39.0,13.1,105.9,4560.723514211886,Old
771.0,5.0,19.0,19.7,75.8,9831.387808041505,Mid
2546.0,3.0,11.0,1.2,155.3,6099.76433621367,Mid
2331.0,1.0,5.0,1.1,123.2,5285.285285285286,New
524.0,1.0,40.0,21.9,25.5,4866.412213740458,Old
2600.0,3.0,37.0,22.8,118.6,4561.538461538462,Old
1789.0,2.0,6.0,24.5,97.2,5433.202906651761,New
1837.0,2.0,35.0,9.6,96.0,5225.91181273816,Old
1331.0,1.0,8.0,4.9,83.7,6288.504883546206,New
943.0,,0.0,21.3,82.8,8780.487804878048,
2651.0,5.0,39.0,16.4,137.0,5167.861184458695,Old
1199.0,5.0,18.0,6.5,107.2,8940.783986655546,Mid
1628.0,5.0,23.0,11.3,124.7,7659.7051597051595,Mid
645.0,1.0,36.0,4.9,69.8,10821.70542635659,Old
1770.0,5.0,34.0,12.7,101.4,-20280.0,Old
1005.0,3.0,26.0,3.5,65.0,6467.661691542288,Mid
2012.0,2.0,15.0,12.6,103.3,5134.194831013917,Mid
2962.0,3.0,37.0,15.5,146.3,4939.230249831196,Old
1647.0,2.0,12.0,5.1,88.0,5343.047965998786,Mid
2495.0,1.0,31.0,20.2,108.5,4348.697394789579,Old
2066.0,1.0,21.0,21.0,115.0,5566.311713455953,Mid
2310.0,2.0,9.0,17.4,110.1,4766.233766233766,New
951.0,4.0,38.0,17.2,85.7,9011.566771819138,Old
2056.0,2.0,10.0,15.2,123.9,6026.264591439689,New
1290.0,3.0,23.0,5.2,92.3,7155.038759689923,Mid
1064.0,4.0,12.0,18.1,71.0,6672.932330827068,Mid
1271.0,4.0,34.0,5.7,96.4,7584.579071597168,Old
1084.0,1.0,29.0,6.2,61.0,5627.306273062731,Mid
1890.0,5.0,25.0,16.8,119.5,6322.751322751323,Mid
811.0,3.0,6.0,19.3,-20.0,-2466.091245376079,New
1772.0,1.0,30.0,22.1,66.4,3747.1783295711066,Mid
2552.0,2.0,5.0,12.4,142.2,5572.100313479623,New
777.0,3.0,35.0,13.8,50.3,6473.616473616474,Old
1770.0,3.0,33.0,19.3,78.2,,Old
1766.0,2.0,35.0,14.2,82.5,4671.574178935447,Old
2613.0,3.0,36.0,23.5,122.1,4672.789896670493,Old
964.0,5.0,33.0,20.2,84.9,8807.053941908714,Old
2072.0,3.0,0.0,11.9,128.9,6221.042471042471,
2139.0,2.0,20.0,3.5,103.7,4848.0598410472185,Mid
2448.0,3.0,22.0,13.0,124.3,5077.614379084967,Mid
1471.0,,6.0,12.3,95.4,6485.384092454113,New
1997.0,4.0,21.0,20.2,120.9,6054.081121682524,Mid
2834.0,2.0,28.0,17.1,138.9,4901.199717713479,Mid
832.0,1.0,2.0,17.2,43.5,5228.365384615385,New
1440.0,4.0,35.0,21.5,76.2,5291.666666666667,Old
2150.0,5.0,16.0,8.2,143.8,6688.372093023257,Mid
1887.0,4.0,7.0,23.6,89.2,4727.080021197668,New
1165.0,4.0,14.0,15.2,100.6,8635.19313304721,Mid
2289.0,2.0,1.0,8.0,113.9,4975.972040192224,New
2854.0,4.0,20.0,21.6,138.3,4845.830413454801,Mid
2890.0,1.0,29.0,16.9,120.9,4183.391003460208,Mid
2454.0,2.0,7.0,12.1,117.7,4796.251018744906,New
1859.0,1.0,32.0,12.7,98.8,5314.685314685315,Old
749.0,3.0,8.0,20.8,56.1,7489.986648865153,New
1161.0,5.0,23.0,11.1,97.1,8363.479758828596,Mid
2058.0,2.0,26.0,22.3,103.8,5043.731778425656,Mid
1824.0,5.0,0.0,6.0,119.5,6551.535087719299,
1128.0,1.0,36.0,14.1,46.4,4113.475177304965,Old
2491.0,5.0,32.0,12.3,135.8,5451.625853071057,Old
1703.0,2.0,25.0,2.5,103.6,6083.382266588374,Mid
1128.0,2.0,34.0,13.5,61.0,5407.801418439716,Old
1495.0,3.0,34.0,10.1,89.1,5959.866220735786,Old
1367.0,4.0,9.0,6.7,109.9,8039.502560351134,New
981.0,4.0,0.0,14.8,96.4,9826.707441386341,
1988.0,,32.0,14.9,94.4,4748.490945674044,Old
2198.0,4.0,31.0,2.2,129.2,5878.0709736123745,Old
2703.0,2.0,13.0,21.8,127.2,4705.882352941177,Mid
2728.0,4.0,19.0,12.6,140.4,5146.627565982405,Mid
1449.0,1.0,17.0,1.4,62.5,4313.319530710835,Mid
2724.0,2.0,2.0,10.2,123.4,4530.102790014685,New
1300.0,4.0,30.0,5.5,91.9,7069.2307692307695,Mid
904.0,3.0,39.0,12.2,64.9,7179.20353982301,Old
900.0,4.0,5.0,15.6,75.5,8388.888888888889,New
1407.0,4.0,19.0,16.5,89.6,6368.1592039801,Mid
2776.0,5.0,36.0,3.1,154.8,5576.368876080693,Old
2035.0,3.0,25.0,13.7,90.6,4452.088452088452,Mid
2533.0,5.0,10.0,14.2,153.6,6063.955783655744,New
1736.0,5.0,16.0,10.4,123.7,7125.57603686636,Mid
744.0,4.0,40.0,13.4,54.4,7311.8279569892475,Old
2373.0,4.0,21.0,5.9,135.1,5693.215339233038,Mid
1259.0,1.0,5.0,22.3,71.5,5679.110405083399,New
2167.0,4.0,35.0,4.2,120.7,5569.912321181357,Old
822.0,3.0,1.0,11.5,67.4,8199.513381995135,New
1754.0,3.0,11.0,8.4,113.0,6442.417331812999,Mid
2301.0,5.0,36.0,7.7,132.8,5771.403737505433,Old
2885.0,5.0,9.0,23.4,165.4,5733.102253032929,New
2136.0,1.0,16.0,13.9,-20.0,-936.3295880149813,Mid
1444.0,5.0,22.0,1.7,102.0,7063.711911357341,Mid
2400.0,2.0,9.0,10.2,111.4,4641.666666666667,New
2269.0,5.0,10.0,6.4,133.9,5901.278096077567,New
1413.0,4.0,6.0,8.4,100.2,7091.295116772823,New
925.0,4.0,37.0,1.3,70.4,7610.810810810812,Old
1877.0,4.0,27.0,6.1,112.4,5988.279168886521,Mid
582.0,5.0,26.0,16.4,77.6,13333.333333333332,Mid
1293.0,5.0,1.0,16.0,109.8,8491.879350348028,New
2800.0,5.0,38.0,5.0,159.7,5703.5714285714275,Old
1628.0,4.0,20.0,8.0,121.0,7432.4324324324325,Mid
1060.0,4.0,24.0,7.2,90.2,8509.433962264151,Mid
1107.0,4.0,34.0,1.9,76.8,6937.669376693767,Old
1267.0,3.0,34.0,8.1,72.4,5714.285714285715,Old
1272.0,3.0,21.0,14.5,89.8,7059.748427672956,Mid
1949.0,2.0,8.0,2.0,103.4,5305.284761416111,New
631.0,3.0,30.0,22.1,47.5,7527.733755942948,Mid
2167.0,3.0,1.0,11.5,141.0,6506.691278264882,New
1871.0,4.0,38.0,2.9,113.9,6087.653661143773,Old
1866.0,5.0,27.0,20.4,100.7,5396.570203644159,Mid
2959.0,2.0,39.0,8.8,138.3,4673.8763095640425,Old
529.0,1.0,28.0,19.4,38.3,7240.075614366729,Mid
1216.0,5.0,2.0,13.5,96.0,7894.736842105263,New
1596.0,5.0,31.0,3.7,121.1,7587.7192982456145,Old
1432.0,2.0,33.0,7.9,91.4,6382.6815642458105,Old
997.0,4.0,23.0,11.9,78.8,7903.7111334002,Mid
1770.0,2.0,29.0,5.2,62.5,,Mid
1866.0,2.0,24.0,18.1,86.2,4619.506966773848,Mid
2929.0,1.0,6.0,4.5,138.9,4742.232843974052,New
1957.0,5.0,2.0,7.4,119.5,6106.285130301482,New
1194.0,4.0,27.0,15.9,79.2,6633.165829145729,Mid
940.0,1.0,33.0,10.5,49.0,5212.765957446809,Old
2748.0,2.0,34.0,10.8,135.5,4930.858806404658,Old
2200.0,1.0,28.0,11.0,92.0,4181.818181818182,Mid
2067.0,3.0,16.0,17.3,102.1,4939.525882922109,Mid
1933.0,5.0,28.0,14.7,121.0,6259.699948266943,Mid
1754.0,4.0,11.0,16.3,101.6,5792.474344355758,Mid
2426.0,4.0,38.0,17.4,114.1,4703.215169002473,Old
2674.0,3.0,5.0,1.2,128.4,4801.795063575169,New
835.0,2.0,35.0,17.1,37.7,4514.97005988024,Old
1757.0,1.0,6.0,8.9,100.4,5714.285714285715,New
2137.0,3.0,21.0,10.7,130.6,6111.371080954609,Mid
1355.0,4.0,39.0,4.0,86.0,6346.863468634687,Old
1219.0,3.0,33.0,12.5,80.7,6620.180475799836,Old
2213.0,3.0,4.0,21.5,110.8,5006.778129236331,New
2672.0,2.0,27.0,21.9,115.8,4333.832335329342,Mid
2863.0,5.0,12.0,10.4,147.0,5134.474327628362,Mid
2054.0,1.0,35.0,22.6,92.1,4483.933787731256,Old
712.0,5.0,33.0,20.5,66.7,9367.977528089888,Old
920.0,5.0,8.0,18.0,88.0,9565.217391304348,New
2242.0,4.0,18.0,1.9,130.4,5816.235504014273,Mid
2716.0,3.0,4.0,24.7,139.0,5117.820324005891,New
1403.0,1.0,3.0,5.9,83.5,5951.5324305060585,New
881.0,4.0,32.0,12.3,59.3,6730.987514188422,Old
2210.0,1.0,33.0,2.6,107.6,4868.778280542986,Old
659.0,1.0,21.0,10.2,35.8,5432.47344461305,Mid
1770.0,3.0,14.0,14.9,106.4,6011.299435028249,Mid
1792.0,5.0,17.0,12.9,110.5,6166.294642857143,Mid
2080.0,3.0,16.0,4.6,113.7,5466.346153846154,Mid
1770.0,5.0,17.0,24.8,123.1,,Mid
2517.0,3.0,32.0,16.9,118.3,4700.039729837108,Old
2547.0,2.0,28.0,19.6,126.7,4974.479780133491,Mid
1852.0,4.0,22.0,14.5,92.8,5010.799136069115,Mid
2337.0,4.0,12.0,20.8,122.4,5237.483953786907,Mid
2557.0,4.0,36.0,2.5,152.2,5952.287837309346,Old
1863.0,2.0,35.0,8.6,93.3,5008.05152979066,Old
2857.0,1.0,12.0,22.2,121.0,4235.211760588029,Mid
2706.0,4.0,28.0,6.1,172.5,6374.7228381374725,Mid
2661.0,3.0,24.0,8.4,137.5,5167.230364524615,Mid
1476.0,4.0,18.0,15.6,104.9,7107.046070460705,Mid
514.0,3.0,19.0,17.7,49.5,9630.35019455253,Mid
547.0,4.0,33.0,19.9,68.3,12486.288848263253,Old
2018.0,4.0,12.0,11.2,132.3,6555.996035678891,Mid
2227.0,2.0,23.0,2.1,131.2,5891.333632689716,Mid
680.0,1.0,11.0,18.2,56.3,8279.411764705883,Mid
2641.0,3.0,20.0,15.0,134.7,5100.340780007572,Mid
2356.0,3.0,27.0,9.0,134.8,5721.561969439729,Mid
1558.0,5.0,22.0,9.5,117.2,7522.464698331194,Mid
1974.0,3.0,31.0,9.3,107.7,5455.927051671732,Old
2195.0,1.0,34.0,6.8,75.0,3416.8564920273348,Old
1871.0,4.0,31.0,16.5,112.7,6023.516835916622,Old
1530.0,4.0,35.0,14.2,92.8,6065.359477124183,Old
964.0,1.0,8.0,4.1,49.6,5145.2282157676345,New
1757.0,3.0,7.0,24.9,107.8,6135.4581673306775,New
1124.0,2.0,17.0,19.9,85.8,7633.451957295374,Mid
1258.0,2.0,39.0,12.7,63.9,5079.491255961844,Old
1011.0,4.0,7.0,8.4,104.6,10346.191889218595,New
1519.0,2.0,34.0,9.0,73.7,4851.876234364714,Old
1641.0,4.0,10.0,23.9,112.4,6849.482023156612,New
1283.0,2.0,17.0,22.6,82.1,6399.064692127825,Mid
1598.0,5.0,20.0,21.7,98.8,6182.728410513141,Mid
1999.0,5.0,33.0,10.3,133.7,6688.344172086042,Old
1268.0,2.0,26.0,16.7,85.4,6735.015772870663,Mid
2840.0,1.0,27.0,7.0,133.1,4686.619718309859,Mid
2659.0,2.0,37.0,23.1,139.1,5231.289958631064,Old
603.0,2.0,31.0,23.4,40.9,6782.752902155888,Old
961.0,3.0,0.0,7.3,72.9,7585.848074921957,
788.0,3.0,12.0,23.5,66.8,8477.157360406092,Mid
2772.0,3.0,27.0,24.9,121.6,4386.724386724387,Mid
1814.0,4.0,0.0,23.9,109.1,6014.332965821389,
2157.0,2.0,1.0,14.5,127.2,5897.079276773296,New
2644.0,3.0,14.0,14.6,-20.0,-756.4296520423601,Mid
2807.0,5.0,13.0,22.2,145.7,5190.594941218382,Mid
1512.0,5.0,40.0,19.1,91.6,6058.201058201058,Old
1258.0,4.0,9.0,14.9,84.5,6717.011128775835,New
1788.0,5.0,16.0,21.4,113.3,6336.68903803132,Mid
2560.0,5.0,23.0,21.5,129.7,5066.406249999999,Mid
1229.0,4.0,38.0,14.9,65.6,5337.67290480065,Old
1798.0,1.0,9.0,3.8,83.9,4666.295884315907,New
515.0,1.0,0.0,17.6,30.4,5902.9126213592235,
1225.0,1.0,4.0,23.0,76.9,6277.551020408164,New
2462.0,2.0,23.0,17.5,121.6,4939.073923639317,Mid
599.0,4.0,27.0,21.0,53.3,8898.163606010017,Mid
2787.0,4.0,9.0,2.1,169.1,6067.456045927521,New
1744.0,4.0,12.0,22.9,107.2,6146.788990825688,Mid
2743.0,2.0,21.0,13.9,131.5,4794.021144732045,Mid
849.0,3.0,19.0,8.6,69.4,8174.322732626621,Mid
1696.0,5.0,30.0,14.6,122.2,7205.188679245283,Mid
2427.0,3.0,10.0,20.5,121.0,4985.578903996704,New
2464.0,1.0,18.0,15.5,107.8,4375.0,Mid
738.0,2.0,37.0,3.1,55.5,7520.325203252032,Old
646.0,2.0,17.0,20.6,50.6,7832.817337461301,Mid
2356.0,3.0,0.0,13.0,130.8,5551.782682512734,
1472.0,5.0,3.0,12.2,102.5,6963.315217391304,New
1745.0,1.0,36.0,2.2,102.8,5891.117478510028,Old
1008.0,4.0,3.0,22.1,62.7,6220.238095238095,New
2354.0,1.0,28.0,16.3,111.5,4736.61852166525,Mid
2949.0,1.0,21.0,4.5,139.2,4720.244150559511,Mid
2392.0,1.0,12.0,11.7,131.0,5476.588628762542,Mid
1366.0,3.0,6.0,6.6,92.6,6778.91654465593,New
589.0,1.0,,9.1,51.2,8692.699490662138,
777.0,3.0,17.0,1.2,60.2,7747.747747747748,Mid
664.0,4.0,22.0,17.1,44.0,6626.506024096386,Mid
1930.0,3.0,40.0,18.8,109.7,5683.937823834197,Old
1493.0,3.0,22.0,10.5,95.3,6383.1212324179505,Mid
682.0,5.0,21.0,22.6,59.4,8709.677419354839,Mid
1410.0,4.0,14.0,6.1,76.9,5453.900709219859,Mid
545.0,3.0,18.0,10.1,45.3,8311.926605504586,Mid
2455.0,3.0,2.0,16.9,120.7,4916.4969450101835,New
2423.0,2.0,11.0,18.1,113.9,4700.784151877838,Mid
1542.0,3.0,14.0,8.3,94.0,6095.979247730221,Mid
2098.0,1.0,,14.5,114.1,5438.512869399428,
1363.0,3.0,28.0,16.5,77.3,5671.313279530447,Mid
1827.0,4.0,1.0,19.9,122.8,6721.401204159825,New
1747.0,3.0,29.0,5.8,106.1,6073.268460217516,Mid
2523.0,5.0,13.0,21.0,144.5,5727.308759413397,Mid
1529.0,3.0,16.0,10.5,107.3,7017.658600392413,Mid
872.0,10.0,2.0,10.1,71.7,8222.477064220184,New
1772.0,5.0,26.0,22.7,112.2,6331.8284424379235,Mid
569.0,1.0,22.0,21.1,34.6,6080.843585237259,Mid
1407.0,1.0,12.0,21.0,82.5,5863.539445628998,Mid
1213.0,3.0,34.0,1.2,82.5,6801.319043693323,Old
2023.0,5.0,35.0,6.5,119.8,5921.898171033119,Old
1653.0,5.0,38.0,20.5,95.8,5795.523290986086,Old
1791.0,1.0,16.0,6.7,87.6,4891.1222780569515,Mid
1868.0,2.0,6.0,8.0,89.4,4785.8672376873665,New
2924.0,5.0,30.0,19.9,177.0,6053.351573187415,Mid
2120.0,2.0,4.0,13.9,120.6,5688.679245283019,New
1770.0,3.0,18.0,23.4,57.7,,Mid
1800.0,3.0,4.0,12.4,102.7,5705.555555555556,New
2627.0,,31.0,16.0,146.2,5565.2835934526065,Old
797.0,1.0,12.0,20.3,51.1,6411.543287327478,Mid
1216.0,3.0,21.0,18.7,50.1,4120.065789473684,Mid
504.0,3.0,21.0,3.4,-20.0,-3968.253968253968,Mid
694.0,2.0,27.0,5.7,64.2,9250.720461095101,Mid
1791.0,3.0,34.0,1.4,95.7,5343.383584589615,Old
1598.0,1.0,37.0,7.4,70.4,4405.506883604507,Old
1516.0,4.0,21.0,10.7,90.5,5969.656992084433,Mid
2984.0,4.0,9.0,8.8,162.5,5445.710455764075,New
1818.0,5.0,4.0,9.8,128.9,7090.20902090209,New
2609.0,1.0,10.0,6.1,116.1,4449.980835569184,New
2036.0,5.0,34.0,18.7,127.0,6237.721021611002,Old
587.0,2.0,26.0,10.7,46.9,7989.778534923339,Mid
916.0,2.0,10.0,13.5,52.8,5764.192139737991,New
1053.0,1.0,3.0,7.8,65.7,6239.316239316239,New
1548.0,5.0,7.0,2.6,114.6,7403.100775193799,New
1416.0,4.0,2.0,17.3,102.2,7217.514124293785,New
1574.0,5.0,22.0,15.1,94.4,5997.458703939009,Mid
1201.0,3.0,1.0,6.3,85.8,7144.0466278101585,New
2834.0,3.0,25.0,15.4,143.4,5059.985885673959,Mid
2860.0,5.0,6.0,13.9,172.6,6034.965034965035,New
1020.0,4.0,21.0,11.5,79.9,7833.333333333334,Mid
2425.0,1.0,11.0,21.9,111.2,4585.567010309278,Mid
2423.0,2.0,32.0,19.6,110.0,4539.826661163846,Old
2741.0,4.0,21.0,3.3,152.5,5563.66289675301,Mid
1702.0,1.0,3.0,23.2,90.9,5340.7755581668625,New
1707.0,2.0,10.0,23.5,86.8,5084.944346807264,New
1891.0,1.0,35.0,21.8,69.9,3696.456901110524,Old
1579.0,3.0,23.0,24.6,90.4,5725.142495250158,Mid
1881.0,1.0,8.0,4.8,78.0,4146.730462519936,New
1982.0,3.0,36.0,12.7,98.7,4979.818365287589,Old
1996.0,5.0,12.0,9.8,116.5,5836.6733466933865,Mid
1809.0,3.0,21.0,8.0,115.7,6395.798783858485,Mid
1746.0,3.0,20.0,13.3,93.1,5332.187857961054,Mid
2741.0,1.0,24.0,18.6,114.7,4184.604159066034,Mid
2613.0,1.0,7.0,2.3,139.1,5323.3830845771145,New
1395.0,1.0,8.0,7.8,85.0,6093.1899641577065,New
894.0,2.0,32.0,13.7,57.8,6465.324384787472,Old
